id,href,name,detail,type1,type2
436,https://bulbapedia.bulbagarden.net/wiki/Bronzor_(Pok%C3%A9mon),Bronzor,,Steel,Psychic
437,https://bulbapedia.bulbagarden.net/wiki/Bronzong_(Pok%C3%A9mon),Bronzong,,Steel,Psychic
438,https://bulbapedia.bulbagarden.net/wiki/Bonsly_(Pok%C3%A9mon),Bonsly,,Rock,
439,https://bulbapedia.bulbagarden.net/wiki/Mime_Jr._(Pok%C3%A9mon),Mime Jr.,,Psychic,Fairy
440,https://bulbapedia.bulbagarden.net/wiki/Happiny_(Pok%C3%A9mon),Happiny,,Normal,
441,https://bulbapedia.bulbagarden.net/wiki/Chatot_(Pok%C3%A9mon),Chatot,,Normal,Flying
442,https://bulbapedia.bulbagarden.net/wiki/Spiritomb_(Pok%C3%A9mon),Spiritomb,,Ghost,Dark
443,https://bulbapedia.bulbagarden.net/wiki/Gible_(Pok%C3%A9mon),Gible,,Dragon,Ground
444,https://bulbapedia.bulbagarden.net/wiki/Gabite_(Pok%C3%A9mon),Gabite,,Dragon,Ground
445,https://bulbapedia.bulbagarden.net/wiki/Garchomp_(Pok%C3%A9mon),Garchomp,,Dragon,Ground
446,https://bulbapedia.bulbagarden.net/wiki/Munchlax_(Pok%C3%A9mon),Munchlax,,Normal,
447,https://bulbapedia.bulbagarden.net/wiki/Riolu_(Pok%C3%A9mon),Riolu,,Fighting,
448,https://bulbapedia.bulbagarden.net/wiki/Lucario_(Pok%C3%A9mon),Lucario,,Fighting,Steel
449,https://bulbapedia.bulbagarden.net/wiki/Hippopotas_(Pok%C3%A9mon),Hippopotas,,Ground,
450,https://bulbapedia.bulbagarden.net/wiki/Hippowdon_(Pok%C3%A9mon),Hippowdon,,Ground,
451,https://bulbapedia.bulbagarden.net/wiki/Skorupi_(Pok%C3%A9mon),Skorupi,,Poison,Bug
452,https://bulbapedia.bulbagarden.net/wiki/Drapion_(Pok%C3%A9mon),Drapion,,Poison,Dark
453,https://bulbapedia.bulbagarden.net/wiki/Croagunk_(Pok%C3%A9mon),Croagunk,,Poison,Fighting
454,https://bulbapedia.bulbagarden.net/wiki/Toxicroak_(Pok%C3%A9mon),Toxicroak,,Poison,Fighting
455,https://bulbapedia.bulbagarden.net/wiki/Carnivine_(Pok%C3%A9mon),Carnivine,,Grass,
456,https://bulbapedia.bulbagarden.net/wiki/Finneon_(Pok%C3%A9mon),Finneon,,Water,
457,https://bulbapedia.bulbagarden.net/wiki/Lumineon_(Pok%C3%A9mon),Lumineon,,Water,
458,https://bulbapedia.bulbagarden.net/wiki/Mantyke_(Pok%C3%A9mon),Mantyke,,Water,Flying
459,https://bulbapedia.bulbagarden.net/wiki/Snover_(Pok%C3%A9mon),Snover,,Grass,Ice
460,https://bulbapedia.bulbagarden.net/wiki/Abomasnow_(Pok%C3%A9mon),Abomasnow,,Grass,Ice
461,https://bulbapedia.bulbagarden.net/wiki/Weavile_(Pok%C3%A9mon),Weavile,,Dark,Ice
462,https://bulbapedia.bulbagarden.net/wiki/Magnezone_(Pok%C3%A9mon),Magnezone,,Electric,Steel
463,https://bulbapedia.bulbagarden.net/wiki/Lickilicky_(Pok%C3%A9mon),Lickilicky,,Normal,
464,https://bulbapedia.bulbagarden.net/wiki/Rhyperior_(Pok%C3%A9mon),Rhyperior,,Ground,Rock
465,https://bulbapedia.bulbagarden.net/wiki/Tangrowth_(Pok%C3%A9mon),Tangrowth,,Grass,
466,https://bulbapedia.bulbagarden.net/wiki/Electivire_(Pok%C3%A9mon),Electivire,,Electric,
467,https://bulbapedia.bulbagarden.net/wiki/Magmortar_(Pok%C3%A9mon),Magmortar,,Fire,
468,https://bulbapedia.bulbagarden.net/wiki/Togekiss_(Pok%C3%A9mon),Togekiss,,Fairy,Flying
469,https://bulbapedia.bulbagarden.net/wiki/Yanmega_(Pok%C3%A9mon),Yanmega,,Bug,Flying
470,https://bulbapedia.bulbagarden.net/wiki/Leafeon_(Pok%C3%A9mon),Leafeon,,Grass,
471,https://bulbapedia.bulbagarden.net/wiki/Glaceon_(Pok%C3%A9mon),Glaceon,,Ice,
472,https://bulbapedia.bulbagarden.net/wiki/Gliscor_(Pok%C3%A9mon),Gliscor,,Ground,Flying
473,https://bulbapedia.bulbagarden.net/wiki/Mamoswine_(Pok%C3%A9mon),Mamoswine,,Ice,Ground
474,https://bulbapedia.bulbagarden.net/wiki/Porygon-Z_(Pok%C3%A9mon),Porygon-Z,,Normal,
475,https://bulbapedia.bulbagarden.net/wiki/Gallade_(Pok%C3%A9mon),Gallade,,Psychic,Fighting
476,https://bulbapedia.bulbagarden.net/wiki/Probopass_(Pok%C3%A9mon),Probopass,,Rock,Steel
477,https://bulbapedia.bulbagarden.net/wiki/Dusknoir_(Pok%C3%A9mon),Dusknoir,,Ghost,
478,https://bulbapedia.bulbagarden.net/wiki/Froslass_(Pok%C3%A9mon),Froslass,,Ice,Ghost
479,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Rotom,,Electric,Ghost
479,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Rotom,Heat Rotom,Electric,Fire
479,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Rotom,Wash Rotom,Electric,Water
479,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Rotom,Frost Rotom,Electric,Ice
479,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Rotom,Fan Rotom,Electric,Flying
479,https://bulbapedia.bulbagarden.net/wiki/Rotom_(Pok%C3%A9mon),Rotom,Mow Rotom,Electric,Grass
480,https://bulbapedia.bulbagarden.net/wiki/Uxie_(Pok%C3%A9mon),Uxie,,Psychic,
481,https://bulbapedia.bulbagarden.net/wiki/Mesprit_(Pok%C3%A9mon),Mesprit,,Psychic,
482,https://bulbapedia.bulbagarden.net/wiki/Azelf_(Pok%C3%A9mon),Azelf,,Psychic,
483,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),Dialga,,Steel,Dragon
483,https://bulbapedia.bulbagarden.net/wiki/Dialga_(Pok%C3%A9mon),Dialga,Origin Forme,Steel,Dragon
484,https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon),Palkia,,Water,Dragon
484,https://bulbapedia.bulbagarden.net/wiki/Palkia_(Pok%C3%A9mon),Palkia,Origin Forme,Water,Dragon
485,https://bulbapedia.bulbagarden.net/wiki/Heatran_(Pok%C3%A9mon),Heatran,,Fire,Steel
486,https://bulbapedia.bulbagarden.net/wiki/Regigigas_(Pok%C3%A9mon),Regigigas,,Normal,
487,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),Giratina,Altered Forme,Ghost,Dragon
487,https://bulbapedia.bulbagarden.net/wiki/Giratina_(Pok%C3%A9mon),Giratina,Origin Forme,Ghost,Dragon
488,https://bulbapedia.bulbagarden.net/wiki/Cresselia_(Pok%C3%A9mon),Cresselia,,Psychic,
489,https://bulbapedia.bulbagarden.net/wiki/Phione_(Pok%C3%A9mon),Phione,,Water,
490,https://bulbapedia.bulbagarden.net/wiki/Manaphy_(Pok%C3%A9mon),Manaphy,,Water,
491,https://bulbapedia.bulbagarden.net/wiki/Darkrai_(Pok%C3%A9mon),Darkrai,,Dark,
492,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),Shaymin,Land Forme,Grass,
492,https://bulbapedia.bulbagarden.net/wiki/Shaymin_(Pok%C3%A9mon),Shaymin,Sky Forme,Grass,Flying
493,https://bulbapedia.bulbagarden.net/wiki/Arceus_(Pok%C3%A9mon),Arceus,,Normal,
494,https://bulbapedia.bulbagarden.net/wiki/Victini_(Pok%C3%A9mon),Victini,,Psychic,Fire
495,https://bulbapedia.bulbagarden.net/wiki/Snivy_(Pok%C3%A9mon),Snivy,,Grass,
496,https://bulbapedia.bulbagarden.net/wiki/Servine_(Pok%C3%A9mon),Servine,,Grass,
497,https://bulbapedia.bulbagarden.net/wiki/Serperior_(Pok%C3%A9mon),Serperior,,Grass,
498,https://bulbapedia.bulbagarden.net/wiki/Tepig_(Pok%C3%A9mon),Tepig,,Fire,
499,https://bulbapedia.bulbagarden.net/wiki/Pignite_(Pok%C3%A9mon),Pignite,,Fire,Fighting
500,https://bulbapedia.bulbagarden.net/wiki/Emboar_(Pok%C3%A9mon),Emboar,,Fire,Fighting
501,https://bulbapedia.bulbagarden.net/wiki/Oshawott_(Pok%C3%A9mon),Oshawott,,Water,
502,https://bulbapedia.bulbagarden.net/wiki/Dewott_(Pok%C3%A9mon),Dewott,,Water,
503,https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon),Samurott,,Water,
503,https://bulbapedia.bulbagarden.net/wiki/Samurott_(Pok%C3%A9mon),Samurott,Hisuian Form,Water,Dark
504,https://bulbapedia.bulbagarden.net/wiki/Patrat_(Pok%C3%A9mon),Patrat,,Normal,
505,https://bulbapedia.bulbagarden.net/wiki/Watchog_(Pok%C3%A9mon),Watchog,,Normal,
506,https://bulbapedia.bulbagarden.net/wiki/Lillipup_(Pok%C3%A9mon),Lillipup,,Normal,
507,https://bulbapedia.bulbagarden.net/wiki/Herdier_(Pok%C3%A9mon),Herdier,,Normal,
508,https://bulbapedia.bulbagarden.net/wiki/Stoutland_(Pok%C3%A9mon),Stoutland,,Normal,
509,https://bulbapedia.bulbagarden.net/wiki/Purrloin_(Pok%C3%A9mon),Purrloin,,Dark,
510,https://bulbapedia.bulbagarden.net/wiki/Liepard_(Pok%C3%A9mon),Liepard,,Dark,
511,https://bulbapedia.bulbagarden.net/wiki/Pansage_(Pok%C3%A9mon),Pansage,,Grass,
512,https://bulbapedia.bulbagarden.net/wiki/Simisage_(Pok%C3%A9mon),Simisage,,Grass,
513,https://bulbapedia.bulbagarden.net/wiki/Pansear_(Pok%C3%A9mon),Pansear,,Fire,
514,https://bulbapedia.bulbagarden.net/wiki/Simisear_(Pok%C3%A9mon),Simisear,,Fire,
515,https://bulbapedia.bulbagarden.net/wiki/Panpour_(Pok%C3%A9mon),Panpour,,Water,
516,https://bulbapedia.bulbagarden.net/wiki/Simipour_(Pok%C3%A9mon),Simipour,,Water,
517,https://bulbapedia.bulbagarden.net/wiki/Munna_(Pok%C3%A9mon),Munna,,Psychic,
518,https://bulbapedia.bulbagarden.net/wiki/Musharna_(Pok%C3%A9mon),Musharna,,Psychic,
519,https://bulbapedia.bulbagarden.net/wiki/Pidove_(Pok%C3%A9mon),Pidove,,Normal,Flying
520,https://bulbapedia.bulbagarden.net/wiki/Tranquill_(Pok%C3%A9mon),Tranquill,,Normal,Flying
521,https://bulbapedia.bulbagarden.net/wiki/Unfezant_(Pok%C3%A9mon),Unfezant,,Normal,Flying
522,https://bulbapedia.bulbagarden.net/wiki/Blitzle_(Pok%C3%A9mon),Blitzle,,Electric,
523,https://bulbapedia.bulbagarden.net/wiki/Zebstrika_(Pok%C3%A9mon),Zebstrika,,Electric,
524,https://bulbapedia.bulbagarden.net/wiki/Roggenrola_(Pok%C3%A9mon),Roggenrola,,Rock,
525,https://bulbapedia.bulbagarden.net/wiki/Boldore_(Pok%C3%A9mon),Boldore,,Rock,
526,https://bulbapedia.bulbagarden.net/wiki/Gigalith_(Pok%C3%A9mon),Gigalith,,Rock,
527,https://bulbapedia.bulbagarden.net/wiki/Woobat_(Pok%C3%A9mon),Woobat,,Psychic,Flying
528,https://bulbapedia.bulbagarden.net/wiki/Swoobat_(Pok%C3%A9mon),Swoobat,,Psychic,Flying
529,https://bulbapedia.bulbagarden.net/wiki/Drilbur_(Pok%C3%A9mon),Drilbur,,Ground,
530,https://bulbapedia.bulbagarden.net/wiki/Excadrill_(Pok%C3%A9mon),Excadrill,,Ground,Steel
531,https://bulbapedia.bulbagarden.net/wiki/Audino_(Pok%C3%A9mon),Audino,,Normal,
532,https://bulbapedia.bulbagarden.net/wiki/Timburr_(Pok%C3%A9mon),Timburr,,Fighting,
533,https://bulbapedia.bulbagarden.net/wiki/Gurdurr_(Pok%C3%A9mon),Gurdurr,,Fighting,
534,https://bulbapedia.bulbagarden.net/wiki/Conkeldurr_(Pok%C3%A9mon),Conkeldurr,,Fighting,
535,https://bulbapedia.bulbagarden.net/wiki/Tympole_(Pok%C3%A9mon),Tympole,,Water,
536,https://bulbapedia.bulbagarden.net/wiki/Palpitoad_(Pok%C3%A9mon),Palpitoad,,Water,Ground
537,https://bulbapedia.bulbagarden.net/wiki/Seismitoad_(Pok%C3%A9mon),Seismitoad,,Water,Ground
538,https://bulbapedia.bulbagarden.net/wiki/Throh_(Pok%C3%A9mon),Throh,,Fighting,
539,https://bulbapedia.bulbagarden.net/wiki/Sawk_(Pok%C3%A9mon),Sawk,,Fighting,
540,https://bulbapedia.bulbagarden.net/wiki/Sewaddle_(Pok%C3%A9mon),Sewaddle,,Bug,Grass
541,https://bulbapedia.bulbagarden.net/wiki/Swadloon_(Pok%C3%A9mon),Swadloon,,Bug,Grass
542,https://bulbapedia.bulbagarden.net/wiki/Leavanny_(Pok%C3%A9mon),Leavanny,,Bug,Grass
543,https://bulbapedia.bulbagarden.net/wiki/Venipede_(Pok%C3%A9mon),Venipede,,Bug,Poison
544,https://bulbapedia.bulbagarden.net/wiki/Whirlipede_(Pok%C3%A9mon),Whirlipede,,Bug,Poison
545,https://bulbapedia.bulbagarden.net/wiki/Scolipede_(Pok%C3%A9mon),Scolipede,,Bug,Poison
546,https://bulbapedia.bulbagarden.net/wiki/Cottonee_(Pok%C3%A9mon),Cottonee,,Grass,Fairy
547,https://bulbapedia.bulbagarden.net/wiki/Whimsicott_(Pok%C3%A9mon),Whimsicott,,Grass,Fairy
548,https://bulbapedia.bulbagarden.net/wiki/Petilil_(Pok%C3%A9mon),Petilil,,Grass,
549,https://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon),Lilligant,,Grass,
549,https://bulbapedia.bulbagarden.net/wiki/Lilligant_(Pok%C3%A9mon),Lilligant,Hisuian Form,Grass,Fighting
550,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),Basculin,Red-Striped Form,Water,
550,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),Basculin,Blue-Striped Form,Water,
550,https://bulbapedia.bulbagarden.net/wiki/Basculin_(Pok%C3%A9mon),Basculin,White-Striped Form,Water,
551,https://bulbapedia.bulbagarden.net/wiki/Sandile_(Pok%C3%A9mon),Sandile,,Ground,Dark
552,https://bulbapedia.bulbagarden.net/wiki/Krokorok_(Pok%C3%A9mon),Krokorok,,Ground,Dark
553,https://bulbapedia.bulbagarden.net/wiki/Krookodile_(Pok%C3%A9mon),Krookodile,,Ground,Dark
554,https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon),Darumaka,,Fire,
554,https://bulbapedia.bulbagarden.net/wiki/Darumaka_(Pok%C3%A9mon),Darumaka,Galarian Form,Ice,
555,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),Darmanitan,Standard Mode,Fire,
555,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),Darmanitan,Zen Mode,Fire,Psychic
555,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),Darmanitan,Galarian Form,Ice,
555,https://bulbapedia.bulbagarden.net/wiki/Darmanitan_(Pok%C3%A9mon),Darmanitan,Zen Mode,Ice,Fire
556,https://bulbapedia.bulbagarden.net/wiki/Maractus_(Pok%C3%A9mon),Maractus,,Grass,
557,https://bulbapedia.bulbagarden.net/wiki/Dwebble_(Pok%C3%A9mon),Dwebble,,Bug,Rock
558,https://bulbapedia.bulbagarden.net/wiki/Crustle_(Pok%C3%A9mon),Crustle,,Bug,Rock
559,https://bulbapedia.bulbagarden.net/wiki/Scraggy_(Pok%C3%A9mon),Scraggy,,Dark,Fighting
560,https://bulbapedia.bulbagarden.net/wiki/Scrafty_(Pok%C3%A9mon),Scrafty,,Dark,Fighting
561,https://bulbapedia.bulbagarden.net/wiki/Sigilyph_(Pok%C3%A9mon),Sigilyph,,Psychic,Flying
562,https://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon),Yamask,,Ghost,
562,https://bulbapedia.bulbagarden.net/wiki/Yamask_(Pok%C3%A9mon),Yamask,Galarian Form,Ground,Ghost
563,https://bulbapedia.bulbagarden.net/wiki/Cofagrigus_(Pok%C3%A9mon),Cofagrigus,,Ghost,
564,https://bulbapedia.bulbagarden.net/wiki/Tirtouga_(Pok%C3%A9mon),Tirtouga,,Water,Rock
565,https://bulbapedia.bulbagarden.net/wiki/Carracosta_(Pok%C3%A9mon),Carracosta,,Water,Rock
566,https://bulbapedia.bulbagarden.net/wiki/Archen_(Pok%C3%A9mon),Archen,,Rock,Flying
567,https://bulbapedia.bulbagarden.net/wiki/Archeops_(Pok%C3%A9mon),Archeops,,Rock,Flying
568,https://bulbapedia.bulbagarden.net/wiki/Trubbish_(Pok%C3%A9mon),Trubbish,,Poison,
569,https://bulbapedia.bulbagarden.net/wiki/Garbodor_(Pok%C3%A9mon),Garbodor,,Poison,
570,https://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon),Zorua,,Dark,
570,https://bulbapedia.bulbagarden.net/wiki/Zorua_(Pok%C3%A9mon),Zorua,Hisuian Form,Normal,Ghost
571,https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon),Zoroark,,Dark,
571,https://bulbapedia.bulbagarden.net/wiki/Zoroark_(Pok%C3%A9mon),Zoroark,Hisuian Form,Normal,Ghost
572,https://bulbapedia.bulbagarden.net/wiki/Minccino_(Pok%C3%A9mon),Minccino,,Normal,
573,https://bulbapedia.bulbagarden.net/wiki/Cinccino_(Pok%C3%A9mon),Cinccino,,Normal,
574,https://bulbapedia.bulbagarden.net/wiki/Gothita_(Pok%C3%A9mon),Gothita,,Psychic,
575,https://bulbapedia.bulbagarden.net/wiki/Gothorita_(Pok%C3%A9mon),Gothorita,,Psychic,
576,https://bulbapedia.bulbagarden.net/wiki/Gothitelle_(Pok%C3%A9mon),Gothitelle,,Psychic,
577,https://bulbapedia.bulbagarden.net/wiki/Solosis_(Pok%C3%A9mon),Solosis,,Psychic,
578,https://bulbapedia.bulbagarden.net/wiki/Duosion_(Pok%C3%A9mon),Duosion,,Psychic,
579,https://bulbapedia.bulbagarden.net/wiki/Reuniclus_(Pok%C3%A9mon),Reuniclus,,Psychic,
580,https://bulbapedia.bulbagarden.net/wiki/Ducklett_(Pok%C3%A9mon),Ducklett,,Water,Flying
581,https://bulbapedia.bulbagarden.net/wiki/Swanna_(Pok%C3%A9mon),Swanna,,Water,Flying
582,https://bulbapedia.bulbagarden.net/wiki/Vanillite_(Pok%C3%A9mon),Vanillite,,Ice,
583,https://bulbapedia.bulbagarden.net/wiki/Vanillish_(Pok%C3%A9mon),Vanillish,,Ice,
584,https://bulbapedia.bulbagarden.net/wiki/Vanilluxe_(Pok%C3%A9mon),Vanilluxe,,Ice,
585,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),Deerling,Spring Form,Normal,Grass
585,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),Deerling,Summer Form,Normal,Grass
585,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),Deerling,Autumn Form,Normal,Grass
585,https://bulbapedia.bulbagarden.net/wiki/Deerling_(Pok%C3%A9mon),Deerling,Winter Form,Normal,Grass
586,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon),Sawsbuck,Spring Form,Normal,Grass
586,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon),Sawsbuck,Summer Form,Normal,Grass
586,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon),Sawsbuck,Autumn Form,Normal,Grass
586,https://bulbapedia.bulbagarden.net/wiki/Sawsbuck_(Pok%C3%A9mon),Sawsbuck,Winter Form,Normal,Grass
587,https://bulbapedia.bulbagarden.net/wiki/Emolga_(Pok%C3%A9mon),Emolga,,Electric,Flying
588,https://bulbapedia.bulbagarden.net/wiki/Karrablast_(Pok%C3%A9mon),Karrablast,,Bug,
589,https://bulbapedia.bulbagarden.net/wiki/Escavalier_(Pok%C3%A9mon),Escavalier,,Bug,Steel
590,https://bulbapedia.bulbagarden.net/wiki/Foongus_(Pok%C3%A9mon),Foongus,,Grass,Poison
591,https://bulbapedia.bulbagarden.net/wiki/Amoonguss_(Pok%C3%A9mon),Amoonguss,,Grass,Poison
592,https://bulbapedia.bulbagarden.net/wiki/Frillish_(Pok%C3%A9mon),Frillish,,Water,Ghost
593,https://bulbapedia.bulbagarden.net/wiki/Jellicent_(Pok%C3%A9mon),Jellicent,,Water,Ghost
594,https://bulbapedia.bulbagarden.net/wiki/Alomomola_(Pok%C3%A9mon),Alomomola,,Water,
595,https://bulbapedia.bulbagarden.net/wiki/Joltik_(Pok%C3%A9mon),Joltik,,Bug,Electric
596,https://bulbapedia.bulbagarden.net/wiki/Galvantula_(Pok%C3%A9mon),Galvantula,,Bug,Electric
597,https://bulbapedia.bulbagarden.net/wiki/Ferroseed_(Pok%C3%A9mon),Ferroseed,,Grass,Steel
598,https://bulbapedia.bulbagarden.net/wiki/Ferrothorn_(Pok%C3%A9mon),Ferrothorn,,Grass,Steel
599,https://bulbapedia.bulbagarden.net/wiki/Klink_(Pok%C3%A9mon),Klink,,Steel,
600,https://bulbapedia.bulbagarden.net/wiki/Klang_(Pok%C3%A9mon),Klang,,Steel,
601,https://bulbapedia.bulbagarden.net/wiki/Klinklang_(Pok%C3%A9mon),Klinklang,,Steel,
602,https://bulbapedia.bulbagarden.net/wiki/Tynamo_(Pok%C3%A9mon),Tynamo,,Electric,
603,https://bulbapedia.bulbagarden.net/wiki/Eelektrik_(Pok%C3%A9mon),Eelektrik,,Electric,
604,https://bulbapedia.bulbagarden.net/wiki/Eelektross_(Pok%C3%A9mon),Eelektross,,Electric,
605,https://bulbapedia.bulbagarden.net/wiki/Elgyem_(Pok%C3%A9mon),Elgyem,,Psychic,
606,https://bulbapedia.bulbagarden.net/wiki/Beheeyem_(Pok%C3%A9mon),Beheeyem,,Psychic,
607,https://bulbapedia.bulbagarden.net/wiki/Litwick_(Pok%C3%A9mon),Litwick,,Ghost,Fire
608,https://bulbapedia.bulbagarden.net/wiki/Lampent_(Pok%C3%A9mon),Lampent,,Ghost,Fire
609,https://bulbapedia.bulbagarden.net/wiki/Chandelure_(Pok%C3%A9mon),Chandelure,,Ghost,Fire
610,https://bulbapedia.bulbagarden.net/wiki/Axew_(Pok%C3%A9mon),Axew,,Dragon,
611,https://bulbapedia.bulbagarden.net/wiki/Fraxure_(Pok%C3%A9mon),Fraxure,,Dragon,
612,https://bulbapedia.bulbagarden.net/wiki/Haxorus_(Pok%C3%A9mon),Haxorus,,Dragon,
613,https://bulbapedia.bulbagarden.net/wiki/Cubchoo_(Pok%C3%A9mon),Cubchoo,,Ice,
614,https://bulbapedia.bulbagarden.net/wiki/Beartic_(Pok%C3%A9mon),Beartic,,Ice,
615,https://bulbapedia.bulbagarden.net/wiki/Cryogonal_(Pok%C3%A9mon),Cryogonal,,Ice,
616,https://bulbapedia.bulbagarden.net/wiki/Shelmet_(Pok%C3%A9mon),Shelmet,,Bug,
617,https://bulbapedia.bulbagarden.net/wiki/Accelgor_(Pok%C3%A9mon),Accelgor,,Bug,
618,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),Stunfisk,,Ground,Electric
618,https://bulbapedia.bulbagarden.net/wiki/Stunfisk_(Pok%C3%A9mon),Stunfisk,Galarian Form,Ground,Steel
619,https://bulbapedia.bulbagarden.net/wiki/Mienfoo_(Pok%C3%A9mon),Mienfoo,,Fighting,
620,https://bulbapedia.bulbagarden.net/wiki/Mienshao_(Pok%C3%A9mon),Mienshao,,Fighting,
621,https://bulbapedia.bulbagarden.net/wiki/Druddigon_(Pok%C3%A9mon),Druddigon,,Dragon,
622,https://bulbapedia.bulbagarden.net/wiki/Golett_(Pok%C3%A9mon),Golett,,Ground,Ghost
623,https://bulbapedia.bulbagarden.net/wiki/Golurk_(Pok%C3%A9mon),Golurk,,Ground,Ghost
624,https://bulbapedia.bulbagarden.net/wiki/Pawniard_(Pok%C3%A9mon),Pawniard,,Dark,Steel
625,https://bulbapedia.bulbagarden.net/wiki/Bisharp_(Pok%C3%A9mon),Bisharp,,Dark,Steel
626,https://bulbapedia.bulbagarden.net/wiki/Bouffalant_(Pok%C3%A9mon),Bouffalant,,Normal,
627,https://bulbapedia.bulbagarden.net/wiki/Rufflet_(Pok%C3%A9mon),Rufflet,,Normal,Flying
628,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon),Braviary,,Normal,Flying
628,https://bulbapedia.bulbagarden.net/wiki/Braviary_(Pok%C3%A9mon),Braviary,Hisuian Form,Psychic,Flying
629,https://bulbapedia.bulbagarden.net/wiki/Vullaby_(Pok%C3%A9mon),Vullaby,,Dark,Flying
630,https://bulbapedia.bulbagarden.net/wiki/Mandibuzz_(Pok%C3%A9mon),Mandibuzz,,Dark,Flying
631,https://bulbapedia.bulbagarden.net/wiki/Heatmor_(Pok%C3%A9mon),Heatmor,,Fire,
632,https://bulbapedia.bulbagarden.net/wiki/Durant_(Pok%C3%A9mon),Durant,,Bug,Steel
633,https://bulbapedia.bulbagarden.net/wiki/Deino_(Pok%C3%A9mon),Deino,,Dark,Dragon
634,https://bulbapedia.bulbagarden.net/wiki/Zweilous_(Pok%C3%A9mon),Zweilous,,Dark,Dragon
635,https://bulbapedia.bulbagarden.net/wiki/Hydreigon_(Pok%C3%A9mon),Hydreigon,,Dark,Dragon
636,https://bulbapedia.bulbagarden.net/wiki/Larvesta_(Pok%C3%A9mon),Larvesta,,Bug,Fire
637,https://bulbapedia.bulbagarden.net/wiki/Volcarona_(Pok%C3%A9mon),Volcarona,,Bug,Fire
638,https://bulbapedia.bulbagarden.net/wiki/Cobalion_(Pok%C3%A9mon),Cobalion,,Steel,Fighting
639,https://bulbapedia.bulbagarden.net/wiki/Terrakion_(Pok%C3%A9mon),Terrakion,,Rock,Fighting
640,https://bulbapedia.bulbagarden.net/wiki/Virizion_(Pok%C3%A9mon),Virizion,,Grass,Fighting
641,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon),Tornadus,Incarnate Forme,Flying,
641,https://bulbapedia.bulbagarden.net/wiki/Tornadus_(Pok%C3%A9mon),Tornadus,Therian Forme,Flying,
642,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),Thundurus,Incarnate Forme,Electric,Flying
642,https://bulbapedia.bulbagarden.net/wiki/Thundurus_(Pok%C3%A9mon),Thundurus,Therian Forme,Electric,Flying
643,https://bulbapedia.bulbagarden.net/wiki/Reshiram_(Pok%C3%A9mon),Reshiram,,Dragon,Fire
644,https://bulbapedia.bulbagarden.net/wiki/Zekrom_(Pok%C3%A9mon),Zekrom,,Dragon,Electric
645,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),Landorus,Incarnate Forme,Ground,Flying
645,https://bulbapedia.bulbagarden.net/wiki/Landorus_(Pok%C3%A9mon),Landorus,Therian Forme,Ground,Flying
646,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),Kyurem,Kyurem,Dragon,Ice
646,https://bulbapedia.bulbagarden.net/wiki/Kyurem_(Pok%C3%A9mon),Kyurem,White Kyurem,Dragon,Ice
