idx,name,type_cnt,label,img,type1,type2,species,height,weight,abilities,eggs,gender,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,total,Nor,Fir,Wat,Ele,Gra,Ice,Fig,Poi,Gro,Fly,Psy,Bug,Roc,Gho,Dra,Dar,Ste,Fai
500,Emboar,1,Emboar,https://img.pokemondb.net/artwork/large/emboar.jpg,Fire,Fighting,Mega Fire Pig Pokémon,1.6 m (5′03″),150.0 kg (330.7 lbs),Blaze | Reckless,['Field'],"87.5% male, 12.5% female",110,123,65,100,65,65,528,1,½,2,1,½,½,1,1,2,2,2,¼,1,1,1,½,½,1
501,Oshawott,1,Oshawott,https://img.pokemondb.net/artwork/large/oshawott.jpg,Water,,Sea Otter Pokémon,0.5 m (1′08″),5.9 kg (13.0 lbs),Torrent | Shell Armor,['Field'],"87.5% male, 12.5% female",55,55,45,63,45,45,308,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
502,Dewott,1,Dewott,https://img.pokemondb.net/artwork/large/dewott.jpg,Water,,Discipline Pokémon,0.8 m (2′07″),24.5 kg (54.0 lbs),Torrent | Shell Armor,['Field'],"87.5% male, 12.5% female",75,75,60,83,60,60,413,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
503,Samurott,2,Samurott,https://img.pokemondb.net/artwork/large/samurott.jpg,Water,,Formidable Pokémon,1.5 m (4′11″),94.6 kg (208.6 lbs),Torrent | Shell Armor,['Field'],"87.5% male, 12.5% female",95,100,85,108,70,70,528,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
503,Samurott,2,Hisuian Samurott,https://img.pokemondb.net/artwork/large/samurott-hisuian.jpg,Water,Dark,Formidable Pokémon,1.5 m (4′11″),58.2 kg (128.3 lbs),Torrent | Sharpness,['Field'],"87.5% male, 12.5% female",90,108,80,100,65,85,528,1,½,½,2,2,½,2,1,1,1,0,2,1,½,1,½,½,2
504,Patrat,1,Patrat,https://img.pokemondb.net/artwork/large/patrat.jpg,Normal,,Scout Pokémon,0.5 m (1′08″),11.6 kg (25.6 lbs),Run Away | Keen Eye | Analytic,['Field'],"50% male, 50% female",45,55,39,35,39,42,255,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
505,Watchog,1,Watchog,https://img.pokemondb.net/artwork/large/watchog.jpg,Normal,,Lookout Pokémon,1.1 m (3′07″),27.0 kg (59.5 lbs),Illuminate | Keen Eye | Analytic,['Field'],"50% male, 50% female",60,85,69,60,69,77,420,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
506,Lillipup,1,Lillipup,https://img.pokemondb.net/artwork/large/lillipup.jpg,Normal,,Puppy Pokémon,0.4 m (1′04″),4.1 kg (9.0 lbs),Vital Spirit | Pickup | Run Away,['Field'],"50% male, 50% female",45,60,45,25,45,55,275,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
507,Herdier,1,Herdier,https://img.pokemondb.net/artwork/large/herdier.jpg,Normal,,Loyal Dog Pokémon,0.9 m (2′11″),14.7 kg (32.4 lbs),Intimidate | Sand Rush | Scrappy,['Field'],"50% male, 50% female",65,80,65,35,65,60,370,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
508,Stoutland,1,Stoutland,https://img.pokemondb.net/artwork/large/stoutland.jpg,Normal,,Big-Hearted Pokémon,1.2 m (3′11″),61.0 kg (134.5 lbs),Intimidate | Sand Rush | Scrappy,['Field'],"50% male, 50% female",85,110,90,45,90,80,500,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
509,Purrloin,1,Purrloin,https://img.pokemondb.net/artwork/large/purrloin.jpg,Dark,,Devious Pokémon,0.4 m (1′04″),10.1 kg (22.3 lbs),Limber | Unburden | Prankster,['Field'],"50% male, 50% female",41,50,37,50,37,66,281,1,1,1,1,1,1,2,1,1,1,0,2,1,½,1,½,1,2
510,Liepard,1,Liepard,https://img.pokemondb.net/artwork/large/liepard.jpg,Dark,,Cruel Pokémon,1.1 m (3′07″),37.5 kg (82.7 lbs),Limber | Unburden | Prankster,['Field'],"50% male, 50% female",64,88,50,88,50,106,446,1,1,1,1,1,1,2,1,1,1,0,2,1,½,1,½,1,2
511,Pansage,1,Pansage,https://img.pokemondb.net/artwork/large/pansage.jpg,Grass,,Grass Monkey Pokémon,0.6 m (2′00″),10.5 kg (23.1 lbs),Gluttony | Overgrow,['Field'],"87.5% male, 12.5% female",50,53,48,53,48,64,316,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
512,Simisage,1,Simisage,https://img.pokemondb.net/artwork/large/simisage.jpg,Grass,,Thorn Monkey Pokémon,1.1 m (3′07″),30.5 kg (67.2 lbs),Gluttony | Overgrow,['Field'],"87.5% male, 12.5% female",75,98,63,98,63,101,498,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
513,Pansear,1,Pansear,https://img.pokemondb.net/artwork/large/pansear.jpg,Fire,,High Temp Pokémon,0.6 m (2′00″),11.0 kg (24.3 lbs),Gluttony | Blaze,['Field'],"87.5% male, 12.5% female",50,53,48,53,48,64,316,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
514,Simisear,1,Simisear,https://img.pokemondb.net/artwork/large/simisear.jpg,Fire,,Ember Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),Gluttony | Blaze,['Field'],"87.5% male, 12.5% female",75,98,63,98,63,101,498,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
515,Panpour,1,Panpour,https://img.pokemondb.net/artwork/large/panpour.jpg,Water,,Spray Pokémon,0.6 m (2′00″),13.5 kg (29.8 lbs),Gluttony | Torrent,['Field'],"87.5% male, 12.5% female",50,53,48,53,48,64,316,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
516,Simipour,1,Simipour,https://img.pokemondb.net/artwork/large/simipour.jpg,Water,,Geyser Pokémon,1.0 m (3′03″),29.0 kg (63.9 lbs),Gluttony | Torrent,['Field'],"87.5% male, 12.5% female",75,98,63,98,63,101,498,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
517,Munna,1,Munna,https://img.pokemondb.net/artwork/large/munna.jpg,Psychic,,Dream Eater Pokémon,0.6 m (2′00″),23.3 kg (51.4 lbs),Forewarn | Synchronize | Telepathy,['Field'],"50% male, 50% female",76,25,45,67,55,24,292,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
518,Musharna,1,Musharna,https://img.pokemondb.net/artwork/large/musharna.jpg,Psychic,,Drowsing Pokémon,1.1 m (3′07″),60.5 kg (133.4 lbs),Forewarn | Synchronize | Telepathy,['Field'],"50% male, 50% female",116,55,85,107,95,29,487,1,1,1,1,1,1,½,1,1,1,½,2,1,2,1,2,1,1
519,Pidove,1,Pidove,https://img.pokemondb.net/artwork/large/pidove.jpg,Normal,Flying,Tiny Pigeon Pokémon,0.3 m (1′00″),2.1 kg (4.6 lbs),Big Pecks | Super Luck | Rivalry,['Flying'],"50% male, 50% female",50,55,50,36,30,43,264,1,1,1,2,½,2,1,1,0,1,1,½,2,0,1,1,1,1
520,Tranquill,1,Tranquill,https://img.pokemondb.net/artwork/large/tranquill.jpg,Normal,Flying,Wild Pigeon Pokémon,0.6 m (2′00″),15.0 kg (33.1 lbs),Big Pecks | Super Luck | Rivalry,['Flying'],"50% male, 50% female",62,77,62,50,42,65,358,1,1,1,2,½,2,1,1,0,1,1,½,2,0,1,1,1,1
521,Unfezant,1,Unfezant,https://img.pokemondb.net/artwork/large/unfezant.jpg,Normal,Flying,Proud Pokémon,1.2 m (3′11″),29.0 kg (63.9 lbs),Big Pecks | Super Luck | Rivalry,['Flying'],"50% male, 50% female",80,115,80,65,55,93,488,1,1,1,2,½,2,1,1,0,1,1,½,2,0,1,1,1,1
522,Blitzle,1,Blitzle,https://img.pokemondb.net/artwork/large/blitzle.jpg,Electric,,Electrified Pokémon,0.8 m (2′07″),29.8 kg (65.7 lbs),Lightning Rod | Motor Drive | Sap Sipper,['Field'],"50% male, 50% female",45,60,32,50,32,76,295,1,1,1,0,1,1,1,1,2,½,1,1,1,1,1,1,½,1
523,Zebstrika,1,Zebstrika,https://img.pokemondb.net/artwork/large/zebstrika.jpg,Electric,,Thunderbolt Pokémon,1.6 m (5′03″),79.5 kg (175.3 lbs),Lightning Rod | Motor Drive | Sap Sipper,['Field'],"50% male, 50% female",75,100,63,80,63,116,497,1,1,1,0,1,1,1,1,2,½,1,1,1,1,1,1,½,1
524,Roggenrola,1,Roggenrola,https://img.pokemondb.net/artwork/large/roggenrola.jpg,Rock,,Mantle Pokémon,0.4 m (1′04″),18.0 kg (39.7 lbs),Sturdy | Weak Armor | Sand Force,['Mineral'],"50% male, 50% female",55,75,85,25,25,15,280,½,½,2,1,2,1,2,½,2,½,1,1,1,1,1,1,2,1
525,Boldore,1,Boldore,https://img.pokemondb.net/artwork/large/boldore.jpg,Rock,,Ore Pokémon,0.9 m (2′11″),102.0 kg (224.9 lbs),Sturdy | Weak Armor | Sand Force,['Mineral'],"50% male, 50% female",70,105,105,50,40,20,390,½,½,2,1,2,1,2,½,2,½,1,1,1,1,1,1,2,1
526,Gigalith,1,Gigalith,https://img.pokemondb.net/artwork/large/gigalith.jpg,Rock,,Compressed Pokémon,1.7 m (5′07″),260.0 kg (573.2 lbs),Sturdy | Sand Stream | Sand Force,['Mineral'],"50% male, 50% female",85,135,130,60,80,25,515,½,½,2,1,2,1,2,½,2,½,1,1,1,1,1,1,2,1
527,Woobat,1,Woobat,https://img.pokemondb.net/artwork/large/woobat.jpg,Psychic,Flying,Bat Pokémon,0.4 m (1′04″),2.1 kg (4.6 lbs),Unaware | Klutz | Simple,"['Field', 'Flying']","50% male, 50% female",65,45,43,55,43,72,323,1,1,1,2,½,2,¼,1,0,1,½,1,2,2,1,2,1,1
528,Swoobat,1,Swoobat,https://img.pokemondb.net/artwork/large/swoobat.jpg,Psychic,Flying,Courting Pokémon,0.9 m (2′11″),10.5 kg (23.1 lbs),Unaware | Klutz | Simple,"['Field', 'Flying']","50% male, 50% female",67,57,55,77,55,114,425,1,1,1,2,½,2,¼,1,0,1,½,1,2,2,1,2,1,1
529,Drilbur,1,Drilbur,https://img.pokemondb.net/artwork/large/drilbur.jpg,Ground,,Mole Pokémon,0.3 m (1′00″),8.5 kg (18.7 lbs),Sand Rush | Sand Force | Mold Breaker,['Field'],"50% male, 50% female",60,85,40,30,45,68,328,1,1,2,0,2,2,1,½,1,1,1,1,½,1,1,1,1,1
530,Excadrill,1,Excadrill,https://img.pokemondb.net/artwork/large/excadrill.jpg,Ground,Steel,Subterrene Pokémon,0.7 m (2′04″),40.4 kg (89.1 lbs),Sand Rush | Sand Force | Mold Breaker,['Field'],"50% male, 50% female",110,135,60,50,65,88,508,½,2,2,0,1,1,2,0,2,½,½,½,¼,1,½,1,½,½
531,Audino,2,Audino,https://img.pokemondb.net/artwork/large/audino.jpg,Normal,,Hearing Pokémon,1.1 m (3′07″),31.0 kg (68.3 lbs),Healer | Regenerator | Klutz,['Fairy'],"50% male, 50% female",103,60,86,60,86,50,445,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
531,Audino,2,Mega Audino,https://img.pokemondb.net/artwork/large/audino-mega.jpg,Normal,Fairy,Hearing Pokémon,1.5 m (4′11″),32.0 kg (70.5 lbs),Healer,['Fairy'],"50% male, 50% female",103,60,126,80,126,50,545,1,1,1,1,1,1,1,2,1,1,1,½,1,0,0,½,2,1
532,Timburr,1,Timburr,https://img.pokemondb.net/artwork/large/timburr.jpg,Fighting,,Muscular Pokémon,0.6 m (2′00″),12.5 kg (27.6 lbs),Guts | Sheer Force | Iron Fist,['Human-Like'],"75% male, 25% female",75,80,55,25,35,35,305,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
533,Gurdurr,1,Gurdurr,https://img.pokemondb.net/artwork/large/gurdurr.jpg,Fighting,,Muscular Pokémon,1.2 m (3′11″),40.0 kg (88.2 lbs),Guts | Sheer Force | Iron Fist,['Human-Like'],"75% male, 25% female",85,105,85,40,50,40,405,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
534,Conkeldurr,1,Conkeldurr,https://img.pokemondb.net/artwork/large/conkeldurr.jpg,Fighting,,Muscular Pokémon,1.4 m (4′07″),87.0 kg (191.8 lbs),Guts | Sheer Force | Iron Fist,['Human-Like'],"75% male, 25% female",105,140,95,55,65,45,505,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
535,Tympole,1,Tympole,https://img.pokemondb.net/artwork/large/tympole.jpg,Water,,Tadpole Pokémon,0.5 m (1′08″),4.5 kg (9.9 lbs),Swift Swim | Hydration | Water Absorb,['Water 1'],"50% male, 50% female",50,50,40,50,40,64,294,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
536,Palpitoad,1,Palpitoad,https://img.pokemondb.net/artwork/large/palpitoad.jpg,Water,Ground,Vibration Pokémon,0.8 m (2′07″),17.0 kg (37.5 lbs),Swift Swim | Hydration | Water Absorb,['Water 1'],"50% male, 50% female",75,65,55,65,55,69,384,1,½,1,0,4,1,1,½,1,1,1,1,½,1,1,1,½,1
537,Seismitoad,1,Seismitoad,https://img.pokemondb.net/artwork/large/seismitoad.jpg,Water,Ground,Vibration Pokémon,1.5 m (4′11″),62.0 kg (136.7 lbs),Swift Swim | Poison Touch | Water Absorb,['Water 1'],"50% male, 50% female",105,95,75,85,75,74,509,1,½,1,0,4,1,1,½,1,1,1,1,½,1,1,1,½,1
538,Throh,1,Throh,https://img.pokemondb.net/artwork/large/throh.jpg,Fighting,,Judo Pokémon,1.3 m (4′03″),55.5 kg (122.4 lbs),Guts | Inner Focus | Mold Breaker,['Human-Like'],"100% male, 0% female",120,100,85,30,85,45,465,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
539,Sawk,1,Sawk,https://img.pokemondb.net/artwork/large/sawk.jpg,Fighting,,Karate Pokémon,1.4 m (4′07″),51.0 kg (112.4 lbs),Sturdy | Inner Focus | Mold Breaker,['Human-Like'],"100% male, 0% female",75,125,75,30,75,85,465,1,1,1,1,1,1,1,1,1,2,2,½,½,1,1,½,1,2
540,Sewaddle,1,Sewaddle,https://img.pokemondb.net/artwork/large/sewaddle.jpg,Bug,Grass,Sewing Pokémon,0.3 m (1′00″),2.5 kg (5.5 lbs),Swarm | Chlorophyll | Overcoat,['Bug'],"50% male, 50% female",45,53,70,40,60,42,310,1,4,½,½,¼,2,½,2,¼,4,1,2,2,1,1,1,1,1
541,Swadloon,1,Swadloon,https://img.pokemondb.net/artwork/large/swadloon.jpg,Bug,Grass,Leaf-Wrapped Pokémon,0.5 m (1′08″),7.3 kg (16.1 lbs),Leaf Guard | Chlorophyll | Overcoat,['Bug'],"50% male, 50% female",55,63,90,50,80,42,380,1,4,½,½,¼,2,½,2,¼,4,1,2,2,1,1,1,1,1
542,Leavanny,1,Leavanny,https://img.pokemondb.net/artwork/large/leavanny.jpg,Bug,Grass,Nurturing Pokémon,1.2 m (3′11″),20.5 kg (45.2 lbs),Swarm | Chlorophyll | Overcoat,['Bug'],"50% male, 50% female",75,103,80,70,80,92,500,1,4,½,½,¼,2,½,2,¼,4,1,2,2,1,1,1,1,1
543,Venipede,1,Venipede,https://img.pokemondb.net/artwork/large/venipede.jpg,Bug,Poison,Centipede Pokémon,0.4 m (1′04″),5.3 kg (11.7 lbs),Poison Point | Swarm | Speed Boost,['Bug'],"50% male, 50% female",30,45,59,30,39,57,260,1,2,1,1,¼,1,¼,½,1,2,2,½,2,1,1,1,1,½
544,Whirlipede,1,Whirlipede,https://img.pokemondb.net/artwork/large/whirlipede.jpg,Bug,Poison,Curlipede Pokémon,1.2 m (3′11″),58.5 kg (129.0 lbs),Poison Point | Swarm | Speed Boost,['Bug'],"50% male, 50% female",40,55,99,40,79,47,360,1,2,1,1,¼,1,¼,½,1,2,2,½,2,1,1,1,1,½
545,Scolipede,1,Scolipede,https://img.pokemondb.net/artwork/large/scolipede.jpg,Bug,Poison,Megapede Pokémon,2.5 m (8′02″),200.5 kg (442.0 lbs),Poison Point | Swarm | Speed Boost,['Bug'],"50% male, 50% female",60,100,89,55,69,112,485,1,2,1,1,¼,1,¼,½,1,2,2,½,2,1,1,1,1,½
546,Cottonee,1,Cottonee,https://img.pokemondb.net/artwork/large/cottonee.jpg,Grass,Fairy,Cotton Puff Pokémon,0.3 m (1′00″),0.6 kg (1.3 lbs),Prankster | Infiltrator | Chlorophyll,"['Fairy', 'Grass']","50% male, 50% female",40,27,60,37,50,66,280,1,2,½,½,½,2,½,4,½,2,1,1,1,1,0,½,2,1
547,Whimsicott,1,Whimsicott,https://img.pokemondb.net/artwork/large/whimsicott.jpg,Grass,Fairy,Windveiled Pokémon,0.7 m (2′04″),6.6 kg (14.6 lbs),Prankster | Infiltrator | Chlorophyll,"['Fairy', 'Grass']","50% male, 50% female",60,67,85,77,75,116,480,1,2,½,½,½,2,½,4,½,2,1,1,1,1,0,½,2,1
548,Petilil,1,Petilil,https://img.pokemondb.net/artwork/large/petilil.jpg,Grass,,Bulb Pokémon,0.5 m (1′08″),6.6 kg (14.6 lbs),Chlorophyll | Own Tempo | Leaf Guard,['Grass'],"0% male, 100% female",45,35,50,70,50,30,280,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
549,Lilligant,2,Lilligant,https://img.pokemondb.net/artwork/large/lilligant.jpg,Grass,,Flowering Pokémon,1.1 m (3′07″),16.3 kg (35.9 lbs),Chlorophyll | Own Tempo | Leaf Guard,['Grass'],"0% male, 100% female",70,60,75,110,75,90,480,1,2,½,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
549,Lilligant,2,Hisuian Lilligant,https://img.pokemondb.net/artwork/large/lilligant-hisuian.jpg,Grass,Fighting,Spinning Pokémon,1.2 m (3′11″),19.2 kg (42.3 lbs),Chlorophyll | Hustle | Leaf Guard,['Grass'],"0% male, 100% female",70,105,75,50,75,105,480,1,2,½,½,½,2,1,2,½,4,2,1,½,1,1,½,1,2
550,Basculin,3,Red-Striped Form,https://img.pokemondb.net/artwork/large/basculin-red-striped.jpg,Water,,Hostile Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),Reckless | Adaptability | Mold Breaker,['Water 2'],"50% male, 50% female",70,92,65,80,55,98,460,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
550,Basculin,3,Blue-Striped Form,https://img.pokemondb.net/artwork/large/basculin-blue-striped.jpg,Water,,Hostile Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),Rock Head | Adaptability | Mold Breaker,['Water 2'],"50% male, 50% female",70,92,65,80,55,98,460,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
550,Basculin,3,White-Striped Form,https://img.pokemondb.net/artwork/large/basculin-white-striped.jpg,Water,,Mellow Pokémon,1.0 m (3′03″),18.0 kg (39.7 lbs),Rattled | Adaptability | Mold Breaker,['Water 2'],"50% male, 50% female",70,92,65,80,55,98,460,1,½,½,2,2,½,1,1,1,1,1,1,1,1,1,1,½,1
551,Sandile,1,Sandile,https://img.pokemondb.net/artwork/large/sandile.jpg,Ground,Dark,Desert Croc Pokémon,0.7 m (2′04″),15.2 kg (33.5 lbs),Intimidate | Moxie | Anger Point,['Field'],"50% male, 50% female",50,72,35,35,35,65,292,1,1,2,0,2,2,2,½,1,1,0,2,½,½,1,½,1,2
552,Krokorok,1,Krokorok,https://img.pokemondb.net/artwork/large/krokorok.jpg,Ground,Dark,Desert Croc Pokémon,1.0 m (3′03″),33.4 kg (73.6 lbs),Intimidate | Moxie | Anger Point,['Field'],"50% male, 50% female",60,82,45,45,45,74,351,1,1,2,0,2,2,2,½,1,1,0,2,½,½,1,½,1,2
553,Krookodile,1,Krookodile,https://img.pokemondb.net/artwork/large/krookodile.jpg,Ground,Dark,Intimidation Pokémon,1.5 m (4′11″),96.3 kg (212.3 lbs),Intimidate | Moxie | Anger Point,['Field'],"50% male, 50% female",95,117,80,65,70,92,519,1,1,2,0,2,2,2,½,1,1,0,2,½,½,1,½,1,2
554,Darumaka,2,Darumaka,https://img.pokemondb.net/artwork/large/darumaka.jpg,Fire,,Zen Charm Pokémon,0.6 m (2′00″),37.5 kg (82.7 lbs),Hustle | Inner Focus,['Field'],"50% male, 50% female",70,90,45,15,45,50,315,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
554,Darumaka,2,Galarian Darumaka,https://img.pokemondb.net/artwork/large/darumaka-galarian.jpg,Ice,,Zen Charm Pokémon,0.7 m (2′04″),40.0 kg (88.2 lbs),Hustle | Inner Focus,['Field'],"50% male, 50% female",70,90,45,15,45,50,315,1,2,1,1,1,½,2,1,1,1,1,1,2,1,1,1,2,1
555,Darmanitan,4,Standard Mode,https://img.pokemondb.net/artwork/large/darmanitan-standard.jpg,Fire,,Blazing Pokémon,1.3 m (4′03″),92.9 kg (204.8 lbs),Sheer Force | Zen Mode,['Field'],"50% male, 50% female",105,140,55,30,55,95,480,1,½,2,1,½,½,1,1,2,1,1,½,2,1,1,1,½,½
555,Darmanitan,4,Zen Mode,https://img.pokemondb.net/artwork/large/darmanitan-zen.jpg,Fire,Psychic,Blazing Pokémon,1.3 m (4′03″),92.9 kg (204.8 lbs),Sheer Force | Zen Mode,['Field'],"50% male, 50% female",105,30,105,140,105,55,540,1,½,2,1,½,½,½,1,2,1,½,1,2,2,1,2,½,½
555,Darmanitan,4,Galarian Standard Mode,https://img.pokemondb.net/artwork/large/darmanitan-galarian-standard.jpg,Ice,,Zen Charm Pokémon,1.7 m (5′07″),120.0 kg (264.6 lbs),Gorilla Tactics | Zen Mode,['Field'],"50% male, 50% female",105,140,55,30,55,95,480,1,2,1,1,1,½,2,1,1,1,1,1,2,1,1,1,2,1
555,Darmanitan,4,Galarian Zen Mode,https://img.pokemondb.net/artwork/large/darmanitan-galarian-zen.jpg,Ice,Fire,Zen Charm Pokémon,1.7 m (5′07″),120.0 kg (264.6 lbs),Gorilla Tactics | Zen Mode,['Field'],"50% male, 50% female",105,160,55,30,55,135,540,1,1,2,1,½,¼,2,1,2,1,1,½,4,1,1,1,1,½
556,Maractus,1,Maractus,https://img.pokemondb.net/artwork/large/maractus.jpg,Grass,,Cactus Pokémon,1.0 m (3′03″),28.0 kg (61.7 lbs),Water Absorb | Chlorophyll | Storm Drain,['Grass'],"50% male, 50% female",75,86,67,106,67,60,461,1,2,0,½,½,2,1,2,½,2,1,2,1,1,1,1,1,1
557,Dwebble,1,Dwebble,https://img.pokemondb.net/artwork/large/dwebble.jpg,Bug,Rock,Rock Inn Pokémon,0.3 m (1′00″),14.5 kg (32.0 lbs),Sturdy | Shell Armor | Weak Armor,"['Bug', 'Mineral']","50% male, 50% female",50,65,85,35,35,55,325,½,1,2,1,1,1,1,½,1,1,1,1,2,1,1,1,2,1
558,Crustle,1,Crustle,https://img.pokemondb.net/artwork/large/crustle.jpg,Bug,Rock,Stone Home Pokémon,1.4 m (4′07″),200.0 kg (440.9 lbs),Sturdy | Shell Armor | Weak Armor,"['Bug', 'Mineral']","50% male, 50% female",70,105,125,65,75,45,485,½,1,2,1,1,1,1,½,1,1,1,1,2,1,1,1,2,1
559,Scraggy,1,Scraggy,https://img.pokemondb.net/artwork/large/scraggy.jpg,Dark,Fighting,Shedding Pokémon,0.6 m (2′00″),11.8 kg (26.0 lbs),Shed Skin | Moxie | Intimidate,"['Dragon', 'Field']","50% male, 50% female",50,75,70,35,70,48,348,1,1,1,1,1,1,2,1,1,2,0,1,½,½,1,¼,1,4
560,Scrafty,1,Scrafty,https://img.pokemondb.net/artwork/large/scrafty.jpg,Dark,Fighting,Hoodlum Pokémon,1.1 m (3′07″),30.0 kg (66.1 lbs),Shed Skin | Moxie | Intimidate,"['Dragon', 'Field']","50% male, 50% female",65,90,115,45,115,58,488,1,1,1,1,1,1,2,1,1,2,0,1,½,½,1,¼,1,4
561,Sigilyph,1,Sigilyph,https://img.pokemondb.net/artwork/large/sigilyph.jpg,Psychic,Flying,Avianoid Pokémon,1.4 m (4′07″),14.0 kg (30.9 lbs),Wonder Skin | Magic Guard | Tinted Lens,['Flying'],"50% male, 50% female",72,58,80,103,80,97,490,1,1,1,2,½,2,¼,1,0,1,½,1,2,2,1,2,1,1
562,Yamask,2,Yamask,https://img.pokemondb.net/artwork/large/yamask.jpg,Ghost,,Spirit Pokémon,0.5 m (1′08″),1.5 kg (3.3 lbs),Mummy,"['Amorphous', 'Mineral']","50% male, 50% female",38,30,85,55,65,30,303,0,1,1,1,1,1,0,½,1,1,1,½,1,2,1,2,1,1
562,Yamask,2,Galarian Yamask,https://img.pokemondb.net/artwork/large/yamask-galarian.jpg,Ground,Ghost,Spirit Pokémon,0.5 m (1′08″),1.5 kg (3.3 lbs),Wandering Spirit,"['Amorphous', 'Mineral']","50% male, 50% female",38,55,85,30,65,30,303,0,1,2,0,2,2,0,¼,1,1,1,½,½,2,1,2,1,1
563,Cofagrigus,1,Cofagrigus,https://img.pokemondb.net/artwork/large/cofagrigus.jpg,Ghost,,Coffin Pokémon,1.7 m (5′07″),76.5 kg (168.7 lbs),Mummy,"['Amorphous', 'Mineral']","50% male, 50% female",58,50,145,95,105,30,483,0,1,1,1,1,1,0,½,1,1,1,½,1,2,1,2,1,1
564,Tirtouga,1,Tirtouga,https://img.pokemondb.net/artwork/large/tirtouga.jpg,Water,Rock,Prototurtle Pokémon,0.7 m (2′04″),16.5 kg (36.4 lbs),Solid Rock | Sturdy | Swift Swim,"['Water 1', 'Water 3']","87.5% male, 12.5% female",54,78,103,53,45,22,355,½,¼,1,1½,3,½,1½,½,1½,½,1,1,1,1,1,1,1,1
565,Carracosta,1,Carracosta,https://img.pokemondb.net/artwork/large/carracosta.jpg,Water,Rock,Prototurtle Pokémon,1.2 m (3′11″),81.0 kg (178.6 lbs),Solid Rock | Sturdy | Swift Swim,"['Water 1', 'Water 3']","87.5% male, 12.5% female",74,108,133,83,65,32,495,½,¼,1,1½,3,½,1½,½,1½,½,1,1,1,1,1,1,1,1
566,Archen,1,Archen,https://img.pokemondb.net/artwork/large/archen.jpg,Rock,Flying,First Bird Pokémon,0.5 m (1′08″),9.5 kg (20.9 lbs),Defeatist,"['Flying', 'Water 3']","87.5% male, 12.5% female",55,112,45,74,45,70,401,½,½,2,2,1,2,1,½,0,½,1,½,2,1,1,1,2,1
567,Archeops,1,Archeops,https://img.pokemondb.net/artwork/large/archeops.jpg,Rock,Flying,First Bird Pokémon,1.4 m (4′07″),32.0 kg (70.5 lbs),Defeatist,"['Flying', 'Water 3']","87.5% male, 12.5% female",75,140,65,112,65,110,567,½,½,2,2,1,2,1,½,0,½,1,½,2,1,1,1,2,1
568,Trubbish,1,Trubbish,https://img.pokemondb.net/artwork/large/trubbish.jpg,Poison,,Trash Bag Pokémon,0.6 m (2′00″),31.0 kg (68.3 lbs),Stench | Sticky Hold | Aftermath,['Mineral'],"50% male, 50% female",50,50,62,40,62,65,329,1,1,1,1,½,1,½,½,2,1,2,½,1,1,1,1,1,½
569,Garbodor,1,Garbodor,https://img.pokemondb.net/artwork/large/garbodor.jpg,Poison,,Trash Heap Pokémon,1.9 m (6′03″),107.3 kg (236.6 lbs),Stench | Weak Armor | Aftermath,['Mineral'],"50% male, 50% female",80,95,82,60,82,75,474,1,1,1,1,½,1,½,½,2,1,2,½,1,1,1,1,1,½
